LoanID,BranchID,LoanType,LoanPurpose,EmploymentType,OriginationDate,MaturityDate,OriginationYear,OriginationQtr,LoanAmount,InterestRate,TermYears,LoanOfficerID
LN-00723,BR018,ARM 7/1,Purchase,Retired,2022-01-11,2037-01-11,2022,Q1-2022,81000.0,6.33,15,LO-986
LN-00724,BR001,Fixed 30-Year,Refinance,Contract,2021-07-27,2051-07-27,2021,Q3-2021,656000.0,5.42,30,LO-490
LN-00725,BR014,Fixed 15-Year,Refinance,Retired,2020-02-10,2035-02-10,2020,Q1-2020,623000.0,5.86,15,LO-960
LN-00726,BR014,Fixed 30-Year,Purchase,Salaried,2019-07-05,2049-07-05,2019,Q3-2019,898000.0,6.94,30,LO-247
LN-00727,BR016,Fixed 15-Year,Refinance,Contract,2019-07-17,2034-07-17,2019,Q3-2019,879000.0,4.0,15,LO-980
LN-00728,BR015,ARM 5/1,Purchase,Contract,2020-01-07,2035-01-07,2020,Q1-2020,650000.0,8.37,15,LO-665
LN-00729,BR015,Fixed 30-Year,Refinance,Self-Employed,2018-01-31,2048-01-31,2018,Q1-2018,265000.0,5.59,30,LO-829
LN-00730,BR017,Fixed 30-Year,Home Equity,Contract,2018-05-18,2048-05-18,2018,Q2-2018,840000.0,6.42,30,LO-821
LN-00731,BR012,Fixed 30-Year,Refinance,Retired,2019-08-05,2049-08-05,2019,Q3-2019,475000.0,7.05,30,LO-576
LN-00732,BR017,Fixed 30-Year,Refinance,Salaried,2023-04-20,2053-04-20,2023,Q2-2023,810000.0,3.74,30,LO-800
LN-00733,BR018,ARM 5/1,Purchase,Salaried,2021-11-08,2036-11-08,2021,Q4-2021,336000.0,3.54,15,LO-580
LN-00734,BR015,Fixed 15-Year,Purchase,Retired,2022-09-21,2037-09-21,2022,Q3-2022,465000.0,7.29,15,LO-396
LN-00735,BR006,Fixed 30-Year,Purchase,Contract,2024-04-27,2054-04-27,2024,Q2-2024,837000.0,7.37,30,LO-692
LN-00736,BR006,Fixed 15-Year,Purchase,Salaried,2018-04-22,2033-04-22,2018,Q2-2018,618000.0,4.85,15,LO-229
LN-00737,BR017,Fixed 30-Year,Purchase,Retired,2021-02-24,2051-02-24,2021,Q1-2021,723000.0,4.64,30,LO-114
LN-00738,BR004,Fixed 15-Year,Purchase,Self-Employed,2023-01-04,2038-01-04,2023,Q1-2023,826000.0,7.31,15,LO-367
LN-00739,BR008,Fixed 30-Year,Home Equity,Self-Employed,2021-11-05,2051-11-05,2021,Q4-2021,735000.0,7.99,30,LO-709
LN-00740,BR005,ARM 5/1,Purchase,Contract,2022-04-19,2037-04-19,2022,Q2-2022,697000.0,5.52,15,LO-843
LN-00741,BR006,Fixed 30-Year,Refinance,Salaried,2020-12-18,2050-12-18,2020,Q4-2020,682000.0,5.15,30,LO-153
LN-00742,BR006,Fixed 30-Year,Purchase,Contract,2023-12-22,2053-12-22,2023,Q4-2023,471000.0,5.87,30,LO-585
LN-00743,BR009,Fixed 30-Year,Purchase,Retired,2023-01-13,2053-01-13,2023,Q1-2023,794000.0,3.32,30,LO-642
LN-00744,BR002,Fixed 30-Year,Refinance,Retired,2022-11-04,2052-11-04,2022,Q4-2022,516000.0,5.2,30,LO-443
LN-00745,BR009,Fixed 30-Year,Purchase,Self-Employed,2022-05-22,2052-05-22,2022,Q2-2022,161000.0,6.85,30,LO-851
LN-00746,BR019,ARM 5/1,Purchase,Salaried,2020-01-07,2035-01-07,2020,Q1-2020,506000.0,6.98,15,LO-788
LN-00747,BR001,ARM 5/1,Refinance,Retired,2019-03-02,2034-03-02,2019,Q1-2019,90000.0,3.79,15,LO-324
LN-00748,BR010,Fixed 30-Year,Home Equity,Self-Employed,2018-08-21,2048-08-21,2018,Q3-2018,108000.0,6.66,30,LO-713
LN-00749,BR004,Fixed 15-Year,Purchase,Self-Employed,2019-06-17,2034-06-17,2019,Q2-2019,178000.0,7.96,15,LO-213
LN-00750,BR006,Fixed 30-Year,Home Equity,Retired,2023-02-01,2053-02-01,2023,Q1-2023,463000.0,8.4,30,LO-887
LN-00751,BR014,Fixed 15-Year,Purchase,Salaried,2020-11-20,2035-11-20,2020,Q4-2020,627000.0,7.49,15,LO-383
LN-00752,BR002,Fixed 30-Year,Purchase,Salaried,2020-12-20,2050-12-20,2020,Q4-2020,353000.0,3.58,30,LO-603
LN-00753,BR007,Fixed 15-Year,Purchase,Contract,2019-08-13,2034-08-13,2019,Q3-2019,226000.0,5.96,15,LO-323
LN-00754,BR020,Fixed 15-Year,Purchase,Salaried,2019-02-28,2034-02-28,2019,Q1-2019,828000.0,7.18,15,LO-685
LN-00755,BR009,ARM 5/1,Home Equity,Contract,2018-01-04,2033-01-04,2018,Q1-2018,95000.0,5.99,15,LO-372
LN-00756,BR005,Fixed 15-Year,Refinance,Contract,2023-10-13,2038-10-13,2023,Q4-2023,822000.0,6.41,15,LO-589
LN-00757,BR014,Fixed 30-Year,Purchase,Salaried,2018-10-15,2048-10-15,2018,Q4-2018,677000.0,7.72,30,LO-493
LN-00758,BR016,Fixed 30-Year,Refinance,Contract,2021-09-27,2051-09-27,2021,Q3-2021,519000.0,8.7,30,LO-156
LN-00759,BR003,Fixed 30-Year,Refinance,Retired,2023-02-26,2053-02-26,2023,Q1-2023,780000.0,5.12,30,LO-763
LN-00760,BR007,Fixed 30-Year,Purchase,Contract,2020-02-22,2050-02-22,2020,Q1-2020,112000.0,5.36,30,LO-209
LN-00761,BR012,Fixed 30-Year,Purchase,Self-Employed,2020-02-16,2050-02-16,2020,Q1-2020,806000.0,5.66,30,LO-125
LN-00762,BR019,Fixed 30-Year,Purchase,Contract,2021-06-14,2051-06-14,2021,Q2-2021,399000.0,7.61,30,LO-116
LN-00763,BR002,Fixed 30-Year,Purchase,Contract,2022-07-19,2052-07-19,2022,Q3-2022,357000.0,7.22,30,LO-794
LN-00764,BR018,Fixed 30-Year,Refinance,Contract,2018-06-01,2048-06-01,2018,Q2-2018,555000.0,8.34,30,LO-769
LN-00765,BR001,Fixed 30-Year,Purchase,Salaried,2019-06-19,2049-06-19,2019,Q2-2019,833000.0,3.5,30,LO-414
LN-00766,BR004,Fixed 30-Year,Purchase,Self-Employed,2019-03-12,2049-03-12,2019,Q1-2019,220000.0,6.5,30,LO-164
LN-00767,BR007,Fixed 30-Year,Purchase,Self-Employed,2022-07-05,2052-07-05,2022,Q3-2022,745000.0,8.65,30,LO-429
LN-00768,BR007,ARM 5/1,Purchase,Contract,2019-05-10,2034-05-10,2019,Q2-2019,566000.0,5.1,15,LO-272
LN-00769,BR012,Fixed 15-Year,Purchase,Contract,2018-06-16,2033-06-16,2018,Q2-2018,440000.0,8.34,15,LO-896
LN-00770,BR006,Fixed 30-Year,Home Equity,Retired,2020-01-05,2050-01-05,2020,Q1-2020,479000.0,3.28,30,LO-526
LN-00771,BR016,Fixed 15-Year,Purchase,Self-Employed,2023-11-13,2038-11-13,2023,Q4-2023,249000.0,6.77,15,LO-278
LN-00772,BR020,Fixed 15-Year,Refinance,Retired,2018-12-27,2033-12-27,2018,Q4-2018,569000.0,7.19,15,LO-456
LN-00773,BR014,Fixed 30-Year,Home Equity,Retired,2023-12-12,2053-12-12,2023,Q4-2023,273000.0,3.9,30,LO-983
LN-00774,BR018,Fixed 15-Year,Purchase,Self-Employed,2020-05-02,2035-05-02,2020,Q2-2020,461000.0,6.7,15,LO-215
LN-00775,BR005,Fixed 15-Year,Purchase,Salaried,2019-12-24,2034-12-24,2019,Q4-2019,874000.0,5.86,15,LO-155
LN-00776,BR012,Fixed 30-Year,Purchase,Salaried,2023-01-31,2053-01-31,2023,Q1-2023,436000.0,5.09,30,LO-650
LN-00777,BR006,Fixed 30-Year,Cash-Out Refinance,Contract,2018-10-18,2048-10-18,2018,Q4-2018,104000.0,6.08,30,LO-706
LN-00778,BR019,Fixed 30-Year,Purchase,Salaried,2021-08-27,2051-08-27,2021,Q3-2021,243000.0,6.97,30,LO-433
LN-00779,BR008,Fixed 30-Year,Cash-Out Refinance,Salaried,2022-03-19,2052-03-19,2022,Q1-2022,685000.0,8.03,30,LO-582
LN-00780,BR019,Fixed 30-Year,Purchase,Retired,2023-02-07,2053-02-07,2023,Q1-2023,810000.0,4.05,30,LO-239
LN-00781,BR015,Fixed 15-Year,Purchase,Salaried,2020-04-08,2035-04-08,2020,Q2-2020,598000.0,8.62,15,LO-808
LN-00782,BR019,Fixed 30-Year,Purchase,Retired,2023-02-22,2053-02-22,2023,Q1-2023,192000.0,7.93,30,LO-325
LN-00783,BR010,Fixed 15-Year,Refinance,Self-Employed,2019-11-28,2034-11-28,2019,Q4-2019,727000.0,6.76,15,LO-188
LN-00784,BR014,ARM 5/1,Cash-Out Refinance,Retired,2023-04-24,2038-04-24,2023,Q2-2023,481000.0,8.73,15,LO-114
LN-00785,BR014,Fixed 15-Year,Cash-Out Refinance,Self-Employed,2020-06-29,2035-06-29,2020,Q2-2020,282000.0,5.05,15,LO-687
LN-00786,BR001,Fixed 30-Year,Purchase,Contract,2023-08-28,2053-08-28,2023,Q3-2023,116000.0,8.7,30,LO-590
LN-00787,BR004,Fixed 30-Year,Refinance,Contract,2018-02-20,2048-02-20,2018,Q1-2018,277000.0,6.32,30,LO-323
LN-00788,BR005,Fixed 30-Year,Purchase,Retired,2018-03-07,2048-03-07,2018,Q1-2018,276000.0,8.74,30,LO-265
LN-00789,BR015,ARM 5/1,Purchase,Self-Employed,2023-02-07,2038-02-07,2023,Q1-2023,693000.0,3.38,15,LO-995
LN-00790,BR013,Fixed 30-Year,Cash-Out Refinance,Salaried,2018-01-06,2048-01-06,2018,Q1-2018,795000.0,6.7,30,LO-494
LN-00791,BR011,Fixed 15-Year,Refinance,Self-Employed,2024-01-31,2039-01-31,2024,Q1-2024,323000.0,7.39,15,LO-906
LN-00792,BR003,Fixed 15-Year,Home Equity,Retired,2023-10-10,2038-10-10,2023,Q4-2023,355000.0,8.38,15,LO-152
LN-00793,BR004,Fixed 30-Year,Purchase,Salaried,2022-02-09,2052-02-09,2022,Q1-2022,462000.0,3.47,30,LO-674
LN-00794,BR007,Fixed 30-Year,Refinance,Self-Employed,2023-05-14,2053-05-14,2023,Q2-2023,355000.0,6.22,30,LO-871
LN-00795,BR008,Fixed 30-Year,Purchase,Salaried,2022-09-29,2052-09-29,2022,Q3-2022,816000.0,6.02,30,LO-481
LN-00796,BR012,Fixed 30-Year,Refinance,Retired,2023-04-10,2053-04-10,2023,Q2-2023,491000.0,7.81,30,LO-562
LN-00797,BR020,Fixed 30-Year,Purchase,Contract,2018-09-26,2048-09-26,2018,Q3-2018,632000.0,7.06,30,LO-189
LN-00798,BR003,Fixed 30-Year,Purchase,Retired,2018-11-12,2048-11-12,2018,Q4-2018,227000.0,8.52,30,LO-214
LN-00799,BR005,Fixed 30-Year,Purchase,Self-Employed,2018-04-03,2048-04-03,2018,Q2-2018,797000.0,6.11,30,LO-585
LN-00800,BR012,Fixed 30-Year,Purchase,Self-Employed,2020-02-14,2050-02-14,2020,Q1-2020,685000.0,3.37,30,LO-954
LN-00801,BR017,Fixed 15-Year,Purchase,Contract,2021-08-29,2036-08-29,2021,Q3-2021,418000.0,5.14,15,LO-568
LN-00802,BR010,Fixed 15-Year,Purchase,Retired,2020-11-30,2035-11-30,2020,Q4-2020,817000.0,4.94,15,LO-395
LN-00803,BR002,Fixed 30-Year,Refinance,Retired,2019-10-21,2049-10-21,2019,Q4-2019,313000.0,8.51,30,LO-286
LN-00804,BR006,ARM 5/1,Purchase,Salaried,2019-09-21,2034-09-21,2019,Q3-2019,648000.0,6.91,15,LO-142
LN-00805,BR011,Fixed 15-Year,Refinance,Salaried,2020-04-20,2035-04-20,2020,Q2-2020,442000.0,5.28,15,LO-781
LN-00806,BR011,ARM 7/1,Purchase,Salaried,2019-10-28,2034-10-28,2019,Q4-2019,201000.0,5.72,15,LO-125
LN-00807,BR013,ARM 7/1,Purchase,Retired,2021-08-04,2036-08-04,2021,Q3-2021,710000.0,8.46,15,LO-762
LN-00808,BR010,Fixed 30-Year,Refinance,Contract,2024-06-07,2054-06-07,2024,Q2-2024,318000.0,8.44,30,LO-446
LN-00809,BR004,Fixed 15-Year,Purchase,Salaried,2024-03-06,2039-03-06,2024,Q1-2024,818000.0,4.02,15,LO-511
LN-00810,BR020,ARM 5/1,Refinance,Self-Employed,2018-08-14,2033-08-14,2018,Q3-2018,446000.0,3.76,15,LO-697
LN-00811,BR017,Fixed 30-Year,Purchase,Contract,2018-04-03,2048-04-03,2018,Q2-2018,847000.0,4.78,30,LO-793
LN-00812,BR003,ARM 7/1,Home Equity,Retired,2023-09-27,2038-09-27,2023,Q3-2023,403000.0,5.95,15,LO-507
LN-00813,BR005,Fixed 15-Year,Purchase,Retired,2018-02-19,2033-02-19,2018,Q1-2018,431000.0,5.37,15,LO-415
LN-00814,BR015,ARM 5/1,Refinance,Contract,2022-12-25,2037-12-25,2022,Q4-2022,152000.0,7.25,15,LO-922
LN-00815,BR015,Fixed 30-Year,Refinance,Contract,2022-10-03,2052-10-03,2022,Q4-2022,741000.0,8.59,30,LO-242
LN-00816,BR019,Fixed 15-Year,Home Equity,Salaried,2023-11-22,2038-11-22,2023,Q4-2023,198000.0,4.92,15,LO-704
LN-00817,BR013,Fixed 30-Year,Purchase,Contract,2022-08-25,2052-08-25,2022,Q3-2022,416000.0,8.28,30,LO-827
LN-00818,BR019,ARM 5/1,Purchase,Contract,2022-04-13,2037-04-13,2022,Q2-2022,192000.0,4.27,15,LO-143
LN-00819,BR010,ARM 5/1,Purchase,Salaried,2023-03-14,2038-03-14,2023,Q1-2023,329000.0,6.33,15,LO-257
LN-00820,BR009,Fixed 30-Year,Refinance,Retired,2019-05-24,2049-05-24,2019,Q2-2019,605000.0,6.75,30,LO-527
LN-00821,BR006,Fixed 30-Year,Refinance,Contract,2019-05-04,2049-05-04,2019,Q2-2019,644000.0,4.6,30,LO-168
LN-00822,BR020,Fixed 15-Year,Refinance,Contract,2020-11-22,2035-11-22,2020,Q4-2020,556000.0,6.36,15,LO-810
LN-00823,BR004,Fixed 30-Year,Purchase,Salaried,2020-11-29,2050-11-29,2020,Q4-2020,681000.0,3.35,30,LO-249
LN-00824,BR011,Fixed 30-Year,Purchase,Contract,2018-08-05,2048-08-05,2018,Q3-2018,648000.0,5.22,30,LO-751
LN-00825,BR012,Fixed 30-Year,Purchase,Self-Employed,2018-11-11,2048-11-11,2018,Q4-2018,319000.0,6.76,30,LO-883
LN-00826,BR004,Fixed 15-Year,Cash-Out Refinance,Retired,2021-07-19,2036-07-19,2021,Q3-2021,217000.0,5.02,15,LO-377
LN-00827,BR012,Fixed 30-Year,Purchase,Retired,2018-02-22,2048-02-22,2018,Q1-2018,556000.0,7.78,30,LO-481
LN-00828,BR016,Fixed 30-Year,Purchase,Self-Employed,2020-06-11,2050-06-11,2020,Q2-2020,835000.0,4.15,30,LO-951
LN-00829,BR007,ARM 5/1,Cash-Out Refinance,Salaried,2023-11-24,2038-11-24,2023,Q4-2023,538000.0,7.04,15,LO-527
LN-00830,BR015,ARM 7/1,Purchase,Retired,2018-03-13,2033-03-13,2018,Q1-2018,176000.0,3.97,15,LO-807
LN-00831,BR012,Fixed 30-Year,Refinance,Retired,2023-11-13,2053-11-13,2023,Q4-2023,442000.0,8.68,30,LO-276
LN-00832,BR010,Fixed 30-Year,Refinance,Retired,2019-08-07,2049-08-07,2019,Q3-2019,748000.0,4.47,30,LO-228
LN-00833,BR007,Fixed 30-Year,Purchase,Contract,2019-04-03,2049-04-03,2019,Q2-2019,144000.0,7.05,30,LO-875
LN-00834,BR014,Fixed 30-Year,Refinance,Contract,2023-10-05,2053-10-05,2023,Q4-2023,168000.0,7.61,30,LO-221
LN-00835,BR009,Fixed 30-Year,Refinance,Self-Employed,2019-01-31,2049-01-31,2019,Q1-2019,327000.0,3.31,30,LO-701
LN-00836,BR007,Fixed 30-Year,Home Equity,Retired,2021-02-10,2051-02-10,2021,Q1-2021,368000.0,3.75,30,LO-460
LN-00837,BR006,ARM 5/1,Refinance,Salaried,2023-08-31,2038-08-31,2023,Q3-2023,720000.0,6.62,15,LO-939
LN-00838,BR019,ARM 5/1,Purchase,Salaried,2021-02-28,2036-02-28,2021,Q1-2021,514000.0,7.19,15,LO-842
LN-00839,BR004,ARM 7/1,Purchase,Self-Employed,2023-04-29,2038-04-29,2023,Q2-2023,835000.0,7.93,15,LO-550
LN-00840,BR004,Fixed 30-Year,Purchase,Contract,2020-05-27,2050-05-27,2020,Q2-2020,371000.0,5.34,30,LO-215
LN-00841,BR011,Fixed 30-Year,Refinance,Salaried,2022-01-19,2052-01-19,2022,Q1-2022,170000.0,4.0,30,LO-184
LN-00842,BR011,Fixed 30-Year,Refinance,Contract,2021-07-01,2051-07-01,2021,Q3-2021,396000.0,5.76,30,LO-331
LN-00843,BR018,Fixed 30-Year,Cash-Out Refinance,Contract,2018-10-13,2048-10-13,2018,Q4-2018,888000.0,5.6,30,LO-795
LN-00844,BR012,Fixed 30-Year,Purchase,Salaried,2019-03-07,2049-03-07,2019,Q1-2019,899000.0,5.95,30,LO-222
LN-00845,BR005,Fixed 30-Year,Purchase,Self-Employed,2019-11-23,2049-11-23,2019,Q4-2019,650000.0,8.63,30,LO-446
LN-00846,BR007,Fixed 15-Year,Refinance,Retired,2022-10-06,2037-10-06,2022,Q4-2022,892000.0,3.93,15,LO-883
LN-00847,BR019,Fixed 15-Year,Purchase,Contract,2022-06-28,2037-06-28,2022,Q2-2022,700000.0,7.66,15,LO-596
LN-00848,BR017,Fixed 30-Year,Purchase,Self-Employed,2020-10-23,2050-10-23,2020,Q4-2020,710000.0,3.84,30,LO-743
LN-00849,BR005,Fixed 30-Year,Refinance,Self-Employed,2023-08-03,2053-08-03,2023,Q3-2023,685000.0,7.82,30,LO-491
LN-00850,BR020,Fixed 15-Year,Refinance,Contract,2019-01-30,2034-01-30,2019,Q1-2019,205000.0,6.67,15,LO-911
LN-00851,BR015,Fixed 30-Year,Purchase,Salaried,2020-12-07,2050-12-07,2020,Q4-2020,623000.0,5.95,30,LO-882
LN-00852,BR002,ARM 7/1,Purchase,Contract,2023-01-18,2038-01-18,2023,Q1-2023,802000.0,3.91,15,LO-553
LN-00853,BR015,Fixed 30-Year,Cash-Out Refinance,Self-Employed,2021-05-26,2051-05-26,2021,Q2-2021,225000.0,6.88,30,LO-603
LN-00854,BR014,Fixed 30-Year,Refinance,Contract,2019-03-25,2049-03-25,2019,Q1-2019,667000.0,5.93,30,LO-775
LN-00855,BR018,Fixed 15-Year,Purchase,Contract,2019-10-03,2034-10-03,2019,Q4-2019,549000.0,5.87,15,LO-369
LN-00856,BR016,Fixed 15-Year,Purchase,Salaried,2021-03-11,2036-03-11,2021,Q1-2021,390000.0,6.97,15,LO-704
LN-00857,BR002,Fixed 30-Year,Refinance,Retired,2018-04-21,2048-04-21,2018,Q2-2018,380000.0,7.7,30,LO-489
LN-00858,BR004,Fixed 30-Year,Refinance,Self-Employed,2018-08-20,2048-08-20,2018,Q3-2018,893000.0,5.52,30,LO-340
LN-00859,BR010,Fixed 15-Year,Purchase,Self-Employed,2021-06-02,2036-06-02,2021,Q2-2021,827000.0,3.61,15,LO-120
LN-00860,BR018,Fixed 30-Year,Purchase,Contract,2024-05-15,2054-05-15,2024,Q2-2024,458000.0,8.0,30,LO-373
LN-00861,BR001,Fixed 15-Year,Refinance,Retired,2022-03-28,2037-03-28,2022,Q1-2022,562000.0,8.67,15,LO-686
LN-00862,BR004,ARM 5/1,Purchase,Retired,2021-10-08,2036-10-08,2021,Q4-2021,162000.0,6.96,15,LO-270
LN-00863,BR020,Fixed 30-Year,Cash-Out Refinance,Self-Employed,2018-11-05,2048-11-05,2018,Q4-2018,875000.0,4.36,30,LO-394
LN-00864,BR009,Fixed 30-Year,Refinance,Salaried,2020-07-14,2050-07-14,2020,Q3-2020,897000.0,5.46,30,LO-834
LN-00865,BR019,Fixed 30-Year,Purchase,Self-Employed,2023-12-16,2053-12-16,2023,Q4-2023,356000.0,3.62,30,LO-455
LN-00866,BR003,Fixed 15-Year,Refinance,Retired,2022-11-09,2037-11-09,2022,Q4-2022,328000.0,7.67,15,LO-304
LN-00867,BR014,Fixed 30-Year,Purchase,Salaried,2024-02-21,2054-02-21,2024,Q1-2024,592000.0,5.74,30,LO-742
LN-00868,BR017,ARM 5/1,Purchase,Contract,2023-03-30,2038-03-30,2023,Q1-2023,553000.0,4.42,15,LO-679
LN-00869,BR002,Fixed 15-Year,Refinance,Retired,2019-09-09,2034-09-09,2019,Q3-2019,379000.0,4.06,15,LO-964
LN-00870,BR014,Fixed 30-Year,Cash-Out Refinance,Retired,2020-04-13,2050-04-13,2020,Q2-2020,785000.0,8.26,30,LO-943
LN-00871,BR010,Fixed 15-Year,Purchase,Self-Employed,2022-07-21,2037-07-21,2022,Q3-2022,290000.0,6.56,15,LO-296
LN-00872,BR001,Fixed 30-Year,Home Equity,Contract,2024-04-12,2054-04-12,2024,Q2-2024,758000.0,5.8,30,LO-762
LN-00873,BR002,Fixed 30-Year,Refinance,Self-Employed,2021-02-11,2051-02-11,2021,Q1-2021,304000.0,3.41,30,LO-759
LN-00874,BR002,ARM 7/1,Purchase,Retired,2018-12-10,2033-12-10,2018,Q4-2018,478000.0,3.36,15,LO-987
LN-00875,BR003,ARM 7/1,Purchase,Self-Employed,2019-01-05,2034-01-05,2019,Q1-2019,414000.0,5.25,15,LO-341
LN-00876,BR004,Fixed 15-Year,Purchase,Salaried,2023-11-22,2038-11-22,2023,Q4-2023,490000.0,3.91,15,LO-343
LN-00877,BR020,Fixed 30-Year,Cash-Out Refinance,Self-Employed,2022-05-17,2052-05-17,2022,Q2-2022,741000.0,5.06,30,LO-533
LN-00878,BR007,Fixed 30-Year,Purchase,Salaried,2022-12-06,2052-12-06,2022,Q4-2022,224000.0,8.58,30,LO-602
LN-00879,BR018,Fixed 30-Year,Purchase,Self-Employed,2022-10-02,2052-10-02,2022,Q4-2022,858000.0,4.99,30,LO-384
LN-00880,BR005,Fixed 30-Year,Refinance,Salaried,2018-03-28,2048-03-28,2018,Q1-2018,667000.0,7.77,30,LO-961
LN-00881,BR002,Fixed 15-Year,Purchase,Retired,2024-03-13,2039-03-13,2024,Q1-2024,727000.0,4.57,15,LO-931
LN-00882,BR004,Fixed 15-Year,Cash-Out Refinance,Contract,2018-02-02,2033-02-02,2018,Q1-2018,274000.0,5.68,15,LO-361
LN-00883,BR010,Fixed 30-Year,Cash-Out Refinance,Self-Employed,2020-05-11,2050-05-11,2020,Q2-2020,755000.0,4.55,30,LO-549
LN-00884,BR011,ARM 5/1,Purchase,Salaried,2018-05-19,2033-05-19,2018,Q2-2018,709000.0,5.48,15,LO-942
LN-00885,BR016,Fixed 30-Year,Cash-Out Refinance,Salaried,2022-09-27,2052-09-27,2022,Q3-2022,419000.0,7.88,30,LO-944
LN-00886,BR006,Fixed 15-Year,Refinance,Contract,2024-02-22,2039-02-22,2024,Q1-2024,495000.0,5.19,15,LO-811
LN-00887,BR001,ARM 5/1,Refinance,Self-Employed,2022-12-22,2037-12-22,2022,Q4-2022,606000.0,4.26,15,LO-103
LN-00888,BR013,Fixed 30-Year,Purchase,Self-Employed,2019-03-30,2049-03-30,2019,Q1-2019,331000.0,6.42,30,LO-967
LN-00889,BR020,Fixed 15-Year,Cash-Out Refinance,Self-Employed,2023-05-14,2038-05-14,2023,Q2-2023,730000.0,5.01,15,LO-366
LN-00890,BR006,Fixed 15-Year,Purchase,Retired,2020-03-24,2035-03-24,2020,Q1-2020,758000.0,7.65,15,LO-286
LN-00891,BR013,ARM 5/1,Purchase,Salaried,2020-07-08,2035-07-08,2020,Q3-2020,855000.0,8.11,15,LO-671
LN-00892,BR020,Fixed 15-Year,Purchase,Self-Employed,2020-03-23,2035-03-23,2020,Q1-2020,824000.0,8.61,15,LO-150
LN-00893,BR013,Fixed 15-Year,Purchase,Salaried,2022-02-16,2037-02-16,2022,Q1-2022,572000.0,4.07,15,LO-114
LN-00894,BR017,Fixed 30-Year,Purchase,Self-Employed,2023-07-18,2053-07-18,2023,Q3-2023,834000.0,5.75,30,LO-295
LN-00895,BR009,Fixed 30-Year,Refinance,Retired,2020-04-26,2050-04-26,2020,Q2-2020,485000.0,3.97,30,LO-844
LN-00896,BR007,Fixed 30-Year,Home Equity,Self-Employed,2021-04-03,2051-04-03,2021,Q2-2021,415000.0,4.05,30,LO-732
LN-00897,BR015,ARM 7/1,Purchase,Contract,2023-02-20,2038-02-20,2023,Q1-2023,383000.0,7.01,15,LO-236
LN-00898,BR011,ARM 7/1,Refinance,Retired,2022-04-20,2037-04-20,2022,Q2-2022,406000.0,4.42,15,LO-174
LN-00899,BR004,Fixed 15-Year,Cash-Out Refinance,Salaried,2023-04-13,2038-04-13,2023,Q2-2023,123000.0,8.37,15,LO-105
LN-00900,BR009,Fixed 15-Year,Purchase,Salaried,2022-02-28,2037-02-28,2022,Q1-2022,392000.0,8.63,15,LO-694
LN-00901,BR006,Fixed 30-Year,Purchase,Retired,2023-04-02,2053-04-02,2023,Q2-2023,493000.0,8.37,30,LO-827
LN-00902,BR017,Fixed 30-Year,Purchase,Retired,2019-06-08,2049-06-08,2019,Q2-2019,294000.0,4.97,30,LO-865
LN-00903,BR012,ARM 7/1,Purchase,Contract,2020-12-16,2035-12-16,2020,Q4-2020,312000.0,8.07,15,LO-268
LN-00904,BR011,Fixed 15-Year,Cash-Out Refinance,Contract,2024-03-26,2039-03-26,2024,Q1-2024,483000.0,8.48,15,LO-154
LN-00905,BR007,Fixed 30-Year,Purchase,Contract,2020-12-01,2050-12-01,2020,Q4-2020,268000.0,3.45,30,LO-546
LN-00906,BR004,ARM 7/1,Home Equity,Contract,2021-12-31,2036-12-31,2021,Q4-2021,840000.0,3.47,15,LO-568
LN-00907,BR016,Fixed 30-Year,Purchase,Retired,2021-12-02,2051-12-02,2021,Q4-2021,670000.0,4.06,30,LO-284
LN-00908,BR006,Fixed 15-Year,Refinance,Salaried,2020-05-19,2035-05-19,2020,Q2-2020,755000.0,6.35,15,LO-638
LN-00909,BR019,Fixed 30-Year,Refinance,Retired,2023-08-03,2053-08-03,2023,Q3-2023,835000.0,4.6,30,LO-126
LN-00910,BR010,Fixed 15-Year,Cash-Out Refinance,Self-Employed,2019-03-11,2034-03-11,2019,Q1-2019,638000.0,5.42,15,LO-129
LN-00911,BR003,Fixed 30-Year,Refinance,Salaried,2021-01-08,2051-01-08,2021,Q1-2021,660000.0,5.89,30,LO-437
LN-00912,BR002,Fixed 15-Year,Purchase,Salaried,2024-05-20,2039-05-20,2024,Q2-2024,860000.0,5.04,15,LO-920
LN-00913,BR010,Fixed 30-Year,Purchase,Retired,2022-04-12,2052-04-12,2022,Q2-2022,126000.0,3.64,30,LO-282
LN-00914,BR008,ARM 7/1,Purchase,Contract,2020-05-02,2035-05-02,2020,Q2-2020,790000.0,3.74,15,LO-391
LN-00915,BR005,Fixed 30-Year,Cash-Out Refinance,Self-Employed,2021-06-24,2051-06-24,2021,Q2-2021,482000.0,5.63,30,LO-467
LN-00916,BR004,ARM 5/1,Purchase,Contract,2022-05-09,2037-05-09,2022,Q2-2022,500000.0,5.94,15,LO-192
LN-00917,BR014,ARM 5/1,Purchase,Retired,2022-10-11,2037-10-11,2022,Q4-2022,583000.0,5.64,15,LO-574
LN-00918,BR008,Fixed 15-Year,Refinance,Salaried,2023-11-30,2038-11-30,2023,Q4-2023,665000.0,8.37,15,LO-397
LN-00919,BR015,Fixed 30-Year,Home Equity,Retired,2019-09-01,2049-09-01,2019,Q3-2019,824000.0,5.88,30,LO-961
LN-00920,BR008,Fixed 15-Year,Cash-Out Refinance,Salaried,2018-11-10,2033-11-10,2018,Q4-2018,322000.0,3.51,15,LO-622
