LoanID,LoanStatus,DaysDelinquent,MonthlyPayment,LastPaymentDate,DelinquencyFlag,DefaultFlag,AgingBucket
LN-01083,Current,0,3135.1,2027-12-03,0,0,0-Current
LN-01084,Current,0,2658.54,2026-10-20,0,0,0-Current
LN-01085,Current,0,1110.83,2022-03-24,0,0,0-Current
LN-01086,Current,0,2681.51,2025-12-02,0,0,0-Current
LN-01087,Current,0,2246.87,2021-12-16,0,0,0-Current
LN-01088,Current,0,8425.09,2027-04-20,0,0,0-Current
LN-01089,Default,264,6317.79,2025-10-03,1,1,4-Default
LN-01090,90 DPD,109,6551.87,2022-01-17,1,0,3-90 DPD
LN-01091,Current,0,5992.44,2025-03-12,0,0,0-Current
LN-01092,Current,0,5739.56,2020-02-21,0,0,0-Current
LN-01093,Default,245,4405.43,2021-08-25,1,1,4-Default
LN-01094,Current,0,4198.84,2030-04-21,0,0,0-Current
LN-01095,Default,335,2538.33,2024-09-01,1,1,4-Default
LN-01096,Current,0,3898.54,2022-05-21,0,0,0-Current
LN-01097,Default,364,636.43,2028-02-09,1,1,4-Default
LN-01098,Current,0,5642.8,2020-05-24,0,0,0-Current
LN-01099,Current,0,1755.95,2024-06-22,0,0,0-Current
LN-01100,Current,0,1597.18,2021-10-29,0,0,0-Current
LN-01101,30 DPD,40,2767.5,2020-06-14,1,0,1-30 DPD
LN-01102,Current,0,1622.76,2020-11-21,0,0,0-Current
LN-01103,Current,0,5190.06,2022-09-16,0,0,0-Current
LN-01104,Current,0,6741.44,2027-04-26,0,0,0-Current
LN-01105,Current,0,3485.17,2025-12-03,0,0,0-Current
LN-01106,Current,0,698.16,2024-01-13,0,0,0-Current
LN-01107,Current,0,5980.73,2025-02-11,0,0,0-Current
LN-01108,Current,0,3854.21,2026-10-04,0,0,0-Current
LN-01109,Current,0,1683.92,2025-10-10,0,0,0-Current
LN-01110,Current,0,2678.85,2025-08-01,0,0,0-Current
LN-01111,Current,0,2426.2,2019-11-20,0,0,0-Current
LN-01112,Current,0,2930.04,2028-05-21,0,0,0-Current
LN-01113,60 DPD,76,4065.0,2024-01-25,1,0,2-60 DPD
LN-01114,Current,0,1015.61,2022-05-27,0,0,0-Current
LN-01115,Current,0,7701.1,2019-11-05,0,0,0-Current
LN-01116,Current,0,7804.81,2022-09-16,0,0,0-Current
LN-01117,Current,0,7155.0,2023-01-22,0,0,0-Current
LN-01118,Current,0,930.55,2025-08-25,0,0,0-Current
LN-01119,30 DPD,31,1879.76,2019-11-29,1,0,1-30 DPD
LN-01120,Current,0,2751.06,2023-06-22,0,0,0-Current
LN-01121,30 DPD,38,4177.08,2025-10-19,1,0,1-30 DPD
LN-01122,Current,0,2151.72,2024-03-30,0,0,0-Current
LN-01123,Current,0,4852.75,2025-05-03,0,0,0-Current
LN-01124,Current,0,4859.7,2026-11-11,0,0,0-Current
LN-01125,60 DPD,75,5310.62,2021-09-18,1,0,2-60 DPD
LN-01126,Current,0,8228.45,2028-09-12,0,0,0-Current
LN-01127,Paid Off,0,3857.51,2024-04-04,0,0,5-Paid Off
LN-01128,Current,0,1022.9,2028-12-18,0,0,0-Current
LN-01129,Current,0,2134.44,2023-09-29,0,0,0-Current
LN-01130,30 DPD,52,5888.63,2021-04-05,1,0,1-30 DPD
LN-01131,Current,0,957.99,2025-03-11,0,0,0-Current
LN-01132,Current,0,997.23,2025-08-09,0,0,0-Current
LN-01133,Current,0,7996.61,2019-04-18,0,0,0-Current
LN-01134,Paid Off,0,819.3,2028-11-04,0,0,5-Paid Off
LN-01135,Current,0,4280.91,2021-12-29,0,0,0-Current
LN-01136,Current,0,5150.09,2022-05-03,0,0,0-Current
LN-01137,Current,0,3296.26,2024-08-05,0,0,0-Current
LN-01138,Current,0,4913.46,2025-04-28,0,0,0-Current
LN-01139,Current,0,2805.63,2029-04-05,0,0,0-Current
LN-01140,Current,0,1208.95,2029-04-26,0,0,0-Current
LN-01141,Current,0,3239.0,2022-12-20,0,0,0-Current
LN-01142,Current,0,6418.81,2023-08-22,0,0,0-Current
LN-01143,Current,0,2534.14,2023-01-29,0,0,0-Current
LN-01144,Current,0,833.54,2023-07-22,0,0,0-Current
LN-01145,Current,0,4403.5,2023-03-03,0,0,0-Current
LN-01146,Current,0,1778.22,2024-11-13,0,0,0-Current
LN-01147,30 DPD,38,5342.85,2021-07-08,1,0,1-30 DPD
LN-01148,Current,0,4045.05,2025-05-30,0,0,0-Current
LN-01149,Current,0,3286.84,2025-03-03,0,0,0-Current
LN-01150,Current,0,3833.32,2023-02-24,0,0,0-Current
LN-01151,Current,0,1542.09,2025-10-23,0,0,0-Current
LN-01152,Current,0,2880.41,2026-07-02,0,0,0-Current
LN-01153,Current,0,3186.53,2028-05-01,0,0,0-Current
LN-01154,Current,0,531.57,2023-10-13,0,0,0-Current
LN-01155,Current,0,1122.13,2025-08-30,0,0,0-Current
LN-01156,Current,0,2629.3,2023-10-16,0,0,0-Current
LN-01157,Current,0,6521.41,2022-07-24,0,0,0-Current
LN-01158,Current,0,6836.07,2022-10-21,0,0,0-Current
LN-01159,Current,0,4270.91,2026-04-13,0,0,0-Current
LN-01160,Current,0,1619.17,2027-10-17,0,0,0-Current
LN-01161,Current,0,3333.02,2028-12-02,0,0,0-Current
LN-01162,30 DPD,40,953.13,2025-12-28,1,0,1-30 DPD
LN-01163,30 DPD,33,1036.65,2024-08-02,1,0,1-30 DPD
LN-01164,Current,0,3204.83,2026-06-06,0,0,0-Current
LN-01165,30 DPD,54,1294.19,2028-04-04,1,0,1-30 DPD
LN-01166,Current,0,908.07,2023-09-22,0,0,0-Current
LN-01167,30 DPD,47,1616.36,2022-09-18,1,0,1-30 DPD
LN-01168,Current,0,901.01,2024-08-20,0,0,0-Current
LN-01169,Current,0,2380.43,2023-11-16,0,0,0-Current
LN-01170,Current,0,1395.26,2024-05-21,0,0,0-Current
LN-01171,30 DPD,40,5437.02,2020-06-17,1,0,1-30 DPD
LN-01172,Current,0,1564.96,2023-08-09,0,0,0-Current
LN-01173,Paid Off,0,3233.37,2022-08-15,0,0,5-Paid Off
LN-01174,Current,0,6113.49,2022-12-19,0,0,0-Current
LN-01175,Current,0,4367.79,2020-06-29,0,0,0-Current
LN-01176,Current,0,2773.29,2027-05-18,0,0,0-Current
LN-01177,30 DPD,41,6897.11,2026-06-03,1,0,1-30 DPD
LN-01178,Current,0,2239.0,2023-12-24,0,0,0-Current
LN-01179,Current,0,1143.12,2023-08-14,0,0,0-Current
LN-01180,Current,0,3427.36,2021-02-26,0,0,0-Current
LN-01181,Current,0,4782.73,2027-07-03,0,0,0-Current
LN-01182,Current,0,4004.39,2021-09-09,0,0,0-Current
LN-01183,Current,0,3844.15,2020-11-10,0,0,0-Current
LN-01184,Current,0,698.98,2029-04-19,0,0,0-Current
LN-01185,Current,0,3491.98,2029-09-12,0,0,0-Current
LN-01186,Current,0,2934.25,2024-05-20,0,0,0-Current
LN-01187,Current,0,7577.27,2021-03-21,0,0,0-Current
LN-01188,Current,0,2734.74,2023-05-09,0,0,0-Current
LN-01189,Current,0,2734.85,2029-04-26,0,0,0-Current
LN-01190,Current,0,1114.85,2029-09-20,0,0,0-Current
LN-01191,Current,0,1329.68,2026-08-05,0,0,0-Current
LN-01192,Current,0,3122.98,2024-04-28,0,0,0-Current
LN-01193,Current,0,1492.35,2021-06-24,0,0,0-Current
LN-01194,Current,0,4016.63,2026-08-28,0,0,0-Current
LN-01195,Current,0,1572.74,2023-01-19,0,0,0-Current
LN-01196,Current,0,4736.32,2023-06-10,0,0,0-Current
LN-01197,30 DPD,39,2326.29,2025-11-06,1,0,1-30 DPD
LN-01198,Default,342,3133.15,2022-02-23,1,1,4-Default
LN-01199,Current,0,4269.51,2019-05-10,0,0,0-Current
LN-01200,30 DPD,46,2565.42,2026-03-27,1,0,1-30 DPD
LN-01201,Current,0,3967.35,2022-09-23,0,0,0-Current
LN-01202,Current,0,3806.86,2023-02-16,0,0,0-Current
LN-01203,Current,0,4424.57,2024-06-14,0,0,0-Current
LN-01204,Current,0,1735.56,2024-01-12,0,0,0-Current
LN-01205,Current,0,3047.62,2025-02-19,0,0,0-Current
LN-01206,Default,361,4343.5,2023-11-01,1,1,4-Default
LN-01207,90 DPD,109,6717.29,2020-09-23,1,0,3-90 DPD
LN-01208,Current,0,2949.4,2029-04-18,0,0,0-Current
LN-01209,Current,0,843.36,2026-06-24,0,0,0-Current
LN-01210,Current,0,3609.44,2025-10-13,0,0,0-Current
LN-01211,Current,0,1317.07,2022-11-16,0,0,0-Current
LN-01212,Current,0,4509.04,2027-01-12,0,0,0-Current
LN-01213,Current,0,8057.04,2021-06-23,0,0,0-Current
LN-01214,Current,0,1815.55,2024-11-21,0,0,0-Current
LN-01215,Current,0,2709.37,2026-12-10,0,0,0-Current
LN-01216,30 DPD,37,8191.29,2020-08-19,1,0,1-30 DPD
LN-01217,Current,0,1422.75,2023-04-12,0,0,0-Current
LN-01218,30 DPD,36,3107.85,2029-09-14,1,0,1-30 DPD
LN-01219,30 DPD,36,6457.89,2027-09-15,1,0,1-30 DPD
LN-01220,Current,0,2640.95,2024-06-26,0,0,0-Current
LN-01221,30 DPD,54,5683.98,2019-11-26,1,0,1-30 DPD
LN-01222,Current,0,2233.67,2021-05-25,0,0,0-Current
LN-01223,Current,0,1444.58,2024-10-06,0,0,0-Current
LN-01224,Current,0,3123.0,2018-12-14,0,0,0-Current
LN-01225,Current,0,4502.83,2025-03-01,0,0,0-Current
LN-01226,30 DPD,44,649.13,2028-06-24,1,0,1-30 DPD
LN-01227,Current,0,5129.93,2027-05-03,0,0,0-Current
LN-01228,90 DPD,106,1540.76,2019-03-28,1,0,3-90 DPD
LN-01229,Current,0,5071.13,2024-02-29,0,0,0-Current
LN-01230,Current,0,2020.85,2026-11-09,0,0,0-Current
LN-01231,Current,0,708.32,2030-05-30,0,0,0-Current
LN-01232,Current,0,3484.19,2022-12-31,0,0,0-Current
LN-01233,30 DPD,58,775.97,2026-11-14,1,0,1-30 DPD
LN-01234,Current,0,1113.81,2025-06-15,0,0,0-Current
LN-01235,Current,0,937.28,2023-04-25,0,0,0-Current
LN-01236,Current,0,3740.14,2024-01-14,0,0,0-Current
LN-01237,Current,0,2198.92,2025-04-09,0,0,0-Current
LN-01238,Current,0,4162.88,2024-08-10,0,0,0-Current
LN-01239,30 DPD,51,828.86,2025-01-22,1,0,1-30 DPD
LN-01240,Current,0,6607.24,2025-06-23,0,0,0-Current
LN-01241,Current,0,2741.17,2027-03-28,0,0,0-Current
LN-01242,Current,0,5698.57,2026-02-16,0,0,0-Current
LN-01243,Current,0,4893.96,2020-03-28,0,0,0-Current
LN-01244,Paid Off,0,1653.38,2028-06-16,0,0,5-Paid Off
LN-01245,Current,0,2415.99,2028-01-17,0,0,0-Current
LN-01246,Current,0,1990.1,2027-09-13,0,0,0-Current
LN-01247,Current,0,4675.33,2024-05-24,0,0,0-Current
LN-01248,90 DPD,94,5577.66,2025-11-23,1,0,3-90 DPD
LN-01249,Current,0,1185.78,2021-01-04,0,0,0-Current
LN-01250,Current,0,2838.85,2024-01-15,0,0,0-Current
LN-01251,Current,0,7740.33,2020-11-14,0,0,0-Current
LN-01252,Current,0,4334.9,2028-01-20,0,0,0-Current
LN-01253,Current,0,3022.17,2026-04-30,0,0,0-Current
LN-01254,Current,0,6711.24,2025-10-15,0,0,0-Current
LN-01255,30 DPD,56,1074.71,2023-08-02,1,0,1-30 DPD
LN-01256,90 DPD,101,4869.87,2022-07-12,1,0,3-90 DPD
LN-01257,Current,0,2091.91,2029-04-18,0,0,0-Current
LN-01258,Current,0,3634.68,2021-12-30,0,0,0-Current
LN-01259,Current,0,3433.85,2027-05-21,0,0,0-Current
LN-01260,90 DPD,99,1711.72,2028-09-16,1,0,3-90 DPD
LN-01261,60 DPD,65,5238.27,2022-09-21,1,0,2-60 DPD
LN-01262,Current,0,4365.86,2020-06-25,0,0,0-Current
LN-01263,Current,0,4891.58,2020-03-05,0,0,0-Current
LN-01264,Current,0,4352.47,2025-07-31,0,0,0-Current
LN-01265,30 DPD,48,2587.83,2023-10-10,1,0,1-30 DPD
LN-01266,90 DPD,113,8226.62,2021-10-27,1,0,3-90 DPD
LN-01267,Current,0,3514.38,2027-06-19,0,0,0-Current
LN-01268,Current,0,5976.14,2020-10-20,0,0,0-Current
LN-01269,Current,0,6001.82,2023-10-10,0,0,0-Current
LN-01270,Current,0,1956.28,2021-05-15,0,0,0-Current
LN-01271,Current,0,805.22,2019-10-18,0,0,0-Current
LN-01272,Current,0,4641.93,2026-10-30,0,0,0-Current
LN-01273,90 DPD,105,2111.37,2024-04-17,1,0,3-90 DPD
LN-01274,Current,0,2149.84,2026-07-08,0,0,0-Current
LN-01275,Current,0,5563.94,2026-04-13,0,0,0-Current
LN-01276,30 DPD,48,442.89,2020-04-11,1,0,1-30 DPD
LN-01277,Current,0,5321.52,2026-03-10,0,0,0-Current
LN-01278,Current,0,2611.3,2023-12-27,0,0,0-Current
LN-01279,Current,0,5259.66,2024-10-18,0,0,0-Current
LN-01280,Current,0,3774.38,2028-01-18,0,0,0-Current
LN-01281,Current,0,448.31,2021-04-17,0,0,0-Current
LN-01282,Current,0,3360.25,2022-09-24,0,0,0-Current
LN-01283,Current,0,5734.01,2026-10-07,0,0,0-Current
LN-01284,90 DPD,103,1926.49,2020-03-12,1,0,3-90 DPD
LN-01285,Current,0,5363.99,2026-09-22,0,0,0-Current
LN-01286,Current,0,989.62,2023-09-14,0,0,0-Current
LN-01287,Current,0,2813.77,2029-05-13,0,0,0-Current
LN-01288,Current,0,4776.51,2025-07-29,0,0,0-Current
LN-01289,60 DPD,70,5620.76,2027-08-12,1,0,2-60 DPD
LN-01290,Current,0,6598.94,2024-07-06,0,0,0-Current
LN-01291,Current,0,6231.98,2023-02-06,0,0,0-Current
LN-01292,Current,0,515.92,2025-03-06,0,0,0-Current
LN-01293,Current,0,3437.34,2025-11-01,0,0,0-Current
LN-01294,30 DPD,47,2203.14,2022-12-25,1,0,1-30 DPD
LN-01295,Current,0,3741.18,2021-08-09,0,0,0-Current
LN-01296,Current,0,4105.87,2025-01-01,0,0,0-Current
LN-01297,Paid Off,0,3128.79,2023-09-28,0,0,5-Paid Off
LN-01298,Current,0,668.16,2030-11-11,0,0,0-Current
LN-01299,60 DPD,74,3960.9,2025-11-04,1,0,2-60 DPD
LN-01300,Current,0,5024.45,2021-05-30,0,0,0-Current
LN-01301,Current,0,2957.91,2023-04-13,0,0,0-Current
LN-01302,Current,0,6203.64,2024-03-22,0,0,0-Current
LN-01303,Current,0,7166.24,2020-12-18,0,0,0-Current
LN-01304,90 DPD,100,3668.51,2023-01-06,1,0,3-90 DPD
LN-01305,30 DPD,57,1127.37,2023-10-23,1,0,1-30 DPD
LN-01306,Default,173,1348.84,2027-06-01,1,1,4-Default
LN-01307,Current,0,2814.72,2022-01-20,0,0,0-Current
LN-01308,Current,0,1488.54,2027-07-16,0,0,0-Current
LN-01309,Current,0,1195.98,2024-09-21,0,0,0-Current
LN-01310,Paid Off,0,831.26,2026-04-06,0,0,5-Paid Off
LN-01311,30 DPD,53,5864.36,2023-07-24,1,0,1-30 DPD
LN-01312,Current,0,6713.34,2027-11-10,0,0,0-Current
LN-01313,Current,0,7453.75,2020-09-16,0,0,0-Current
LN-01314,Current,0,4013.76,2018-09-02,0,0,0-Current
LN-01315,90 DPD,109,2915.78,2023-07-29,1,0,3-90 DPD
LN-01316,90 DPD,119,1414.78,2028-04-18,1,0,3-90 DPD
LN-01317,Current,0,1176.42,2030-01-09,0,0,0-Current
LN-01318,Current,0,6607.15,2023-01-06,0,0,0-Current
LN-01319,Current,0,2941.99,2028-04-18,0,0,0-Current
LN-01320,Current,0,1097.78,2021-05-27,0,0,0-Current
LN-01321,Current,0,3313.12,2029-10-05,0,0,0-Current
LN-01322,90 DPD,107,1725.08,2025-11-14,1,0,3-90 DPD
LN-01323,Current,0,753.42,2022-02-22,0,0,0-Current
LN-01324,Current,0,4690.65,2023-10-11,0,0,0-Current
LN-01325,Current,0,8442.23,2025-07-08,0,0,0-Current
LN-01326,Current,0,4012.4,2028-12-20,0,0,0-Current
LN-01327,Current,0,3282.61,2024-04-16,0,0,0-Current
LN-01328,Current,0,4793.34,2025-10-16,0,0,0-Current
LN-01329,90 DPD,92,3715.59,2025-09-01,1,0,3-90 DPD
LN-01330,Current,0,8368.56,2024-04-09,0,0,0-Current
LN-01331,Current,0,4520.36,2022-02-21,0,0,0-Current
LN-01332,Current,0,3733.52,2020-10-01,0,0,0-Current
LN-01333,Current,0,5240.44,2023-11-27,0,0,0-Current
LN-01334,Current,0,4916.45,2026-07-31,0,0,0-Current
LN-01335,Current,0,1974.1,2021-02-03,0,0,0-Current
LN-01336,60 DPD,80,625.04,2026-06-04,1,0,2-60 DPD
LN-01337,Default,358,3922.37,2024-05-07,1,1,4-Default
LN-01338,Current,0,3559.43,2026-12-24,0,0,0-Current
LN-01339,30 DPD,32,1831.64,2027-02-08,1,0,1-30 DPD
LN-01340,Current,0,2095.79,2026-06-07,0,0,0-Current
LN-01341,30 DPD,57,4606.34,2024-02-29,1,0,1-30 DPD
LN-01342,90 DPD,114,2463.42,2027-01-30,1,0,3-90 DPD
LN-01343,Current,0,1463.6,2023-01-08,0,0,0-Current
LN-01344,Current,0,4262.35,2028-04-08,0,0,0-Current
LN-01345,Current,0,564.8,2023-09-24,0,0,0-Current
LN-01346,Current,0,6173.51,2024-07-08,0,0,0-Current
LN-01347,Current,0,5349.66,2022-08-17,0,0,0-Current
LN-01348,Default,185,7948.05,2026-08-25,1,1,4-Default
LN-01349,Current,0,3899.37,2024-06-16,0,0,0-Current
LN-01350,Current,0,2735.15,2020-06-30,0,0,0-Current
LN-01351,60 DPD,65,6898.75,2025-09-23,1,0,2-60 DPD
LN-01352,90 DPD,95,4637.83,2024-04-25,1,0,3-90 DPD
LN-01353,90 DPD,108,7289.1,2021-05-18,1,0,3-90 DPD
LN-01354,Current,0,1569.67,2022-09-02,0,0,0-Current
LN-01355,Current,0,4020.83,2027-10-06,0,0,0-Current
LN-01356,Current,0,3215.26,2021-10-03,0,0,0-Current
LN-01357,60 DPD,62,859.26,2025-07-28,1,0,2-60 DPD
LN-01358,Current,0,3750.2,2023-11-17,0,0,0-Current
LN-01359,90 DPD,100,2068.5,2026-10-05,1,0,3-90 DPD
LN-01360,Current,0,4831.14,2027-04-16,0,0,0-Current
LN-01361,Paid Off,0,3753.19,2028-10-23,0,0,5-Paid Off
LN-01362,Current,0,5471.05,2024-08-08,0,0,0-Current
LN-01363,30 DPD,37,1653.81,2023-10-15,1,0,1-30 DPD
LN-01364,Default,159,3100.27,2022-07-16,1,1,4-Default
LN-01365,Current,0,3223.8,2024-12-01,0,0,0-Current
LN-01366,Current,0,4029.99,2020-06-02,0,0,0-Current
LN-01367,90 DPD,119,6288.79,2028-02-01,1,0,3-90 DPD
LN-01368,Current,0,3598.11,2022-01-09,0,0,0-Current
LN-01369,Current,0,4032.4,2029-05-05,0,0,0-Current
LN-01370,90 DPD,110,2310.72,2025-06-19,1,0,3-90 DPD
LN-01371,60 DPD,68,6152.35,2023-01-24,1,0,2-60 DPD
LN-01372,Current,0,3990.72,2019-06-07,0,0,0-Current
LN-01373,Current,0,7902.37,2024-07-08,0,0,0-Current
LN-01374,Current,0,978.29,2026-08-31,0,0,0-Current
LN-01375,Current,0,6420.29,2024-03-25,0,0,0-Current
LN-01376,Current,0,8109.91,2024-09-26,0,0,0-Current
LN-01377,90 DPD,116,2464.66,2024-05-21,1,0,3-90 DPD
LN-01378,Current,0,874.02,2022-04-20,0,0,0-Current
LN-01379,Current,0,1137.43,2025-06-17,0,0,0-Current
LN-01380,Current,0,1135.11,2022-03-26,0,0,0-Current
LN-01381,Current,0,679.68,2025-06-30,0,0,0-Current
LN-01382,30 DPD,46,2045.82,2022-06-15,1,0,1-30 DPD
LN-01383,60 DPD,83,4271.98,2021-11-05,1,0,2-60 DPD
LN-01384,Current,0,1400.64,2023-12-13,0,0,0-Current
LN-01385,Current,0,1815.29,2025-10-26,0,0,0-Current
LN-01386,Current,0,2447.59,2025-07-03,0,0,0-Current
LN-01387,30 DPD,43,1492.67,2022-02-20,1,0,1-30 DPD
LN-01388,Current,0,5172.24,2025-07-19,0,0,0-Current
LN-01389,Current,0,565.33,2027-06-26,0,0,0-Current
LN-01390,Current,0,2794.78,2022-05-21,0,0,0-Current
LN-01391,Current,0,3795.38,2024-12-21,0,0,0-Current
LN-01392,Current,0,3361.15,2024-01-26,0,0,0-Current
LN-01393,90 DPD,107,4382.19,2026-06-21,1,0,3-90 DPD
LN-01394,Current,0,8418.15,2023-09-02,0,0,0-Current
LN-01395,Current,0,5504.74,2027-08-27,0,0,0-Current
LN-01396,Current,0,3342.4,2024-09-20,0,0,0-Current
LN-01397,Current,0,3226.77,2023-08-01,0,0,0-Current
LN-01398,30 DPD,50,2659.12,2022-06-07,1,0,1-30 DPD
LN-01399,Default,345,5166.57,2028-09-04,1,1,4-Default
LN-01400,Current,0,3106.48,2022-12-04,0,0,0-Current
LN-01401,Current,0,2462.49,2021-09-10,0,0,0-Current
LN-01402,90 DPD,105,1954.3,2027-05-02,1,0,3-90 DPD
LN-01403,30 DPD,53,3442.13,2023-06-07,1,0,1-30 DPD
LN-01404,60 DPD,67,2656.18,2026-04-20,1,0,2-60 DPD
LN-01405,Current,0,2763.51,2023-08-21,0,0,0-Current
LN-01406,Paid Off,0,2452.36,2026-10-30,0,0,5-Paid Off
LN-01407,Current,0,1508.4,2025-09-13,0,0,0-Current
LN-01408,Default,264,2285.24,2027-08-06,1,1,4-Default
LN-01409,Current,0,976.16,2025-01-26,0,0,0-Current
LN-01410,Current,0,7931.56,2023-07-27,0,0,0-Current
LN-01411,Current,0,5156.53,2029-10-11,0,0,0-Current
LN-01412,Current,0,1433.73,2022-05-04,0,0,0-Current
LN-01413,60 DPD,69,4387.31,2027-05-21,1,0,2-60 DPD
LN-01414,Current,0,2238.54,2025-11-28,0,0,0-Current
LN-01415,Current,0,8671.16,2021-12-11,0,0,0-Current
LN-01416,Default,234,5391.58,2025-11-29,1,1,4-Default
LN-01417,Current,0,1701.32,2026-06-30,0,0,0-Current
LN-01418,60 DPD,64,1832.16,2027-03-07,1,0,2-60 DPD
LN-01419,90 DPD,94,748.24,2021-09-23,1,0,3-90 DPD
LN-01420,Current,0,3329.54,2026-07-24,0,0,0-Current
LN-01421,Paid Off,0,6398.2,2026-07-14,0,0,5-Paid Off
LN-01422,60 DPD,77,4031.2,2025-02-21,1,0,2-60 DPD
LN-01423,Current,0,3404.08,2025-03-14,0,0,0-Current
LN-01424,60 DPD,68,3630.47,2028-12-20,1,0,2-60 DPD
LN-01425,Current,0,5385.12,2024-08-15,0,0,0-Current
LN-01426,Current,0,4290.16,2022-09-25,0,0,0-Current
LN-01427,Current,0,1283.05,2026-06-20,0,0,0-Current
LN-01428,90 DPD,110,1810.07,2024-05-27,1,0,3-90 DPD
LN-01429,Current,0,803.98,2023-03-26,0,0,0-Current
LN-01430,Current,0,4792.62,2026-02-07,0,0,0-Current
LN-01431,Current,0,720.9,2023-09-02,0,0,0-Current
LN-01432,Current,0,1893.65,2021-05-09,0,0,0-Current
LN-01433,Paid Off,0,1269.71,2019-09-15,0,0,5-Paid Off
LN-01434,Default,312,5699.44,2020-05-01,1,1,4-Default
LN-01435,Current,0,2216.24,2021-01-28,0,0,0-Current
LN-01436,Current,0,1298.55,2024-03-10,0,0,0-Current
LN-01437,Current,0,4719.53,2026-07-21,0,0,0-Current
LN-01438,Current,0,3041.49,2025-09-06,0,0,0-Current
LN-01439,Current,0,3789.16,2028-05-30,0,0,0-Current
LN-01440,Current,0,7532.01,2025-06-04,0,0,0-Current
LN-01441,Current,0,2474.75,2022-09-23,0,0,0-Current
LN-01442,Current,0,4470.78,2024-11-11,0,0,0-Current
LN-01443,Current,0,1865.96,2027-06-29,0,0,0-Current
LN-01444,Current,0,4260.72,2026-02-01,0,0,0-Current
LN-01445,Current,0,4008.61,2025-07-18,0,0,0-Current
LN-01446,Current,0,1682.04,2023-08-02,0,0,0-Current
LN-01447,30 DPD,30,1395.41,2027-04-26,1,0,1-30 DPD
LN-01448,Current,0,2853.29,2021-01-06,0,0,0-Current
LN-01449,Current,0,1178.56,2027-02-06,0,0,0-Current
LN-01450,Current,0,5955.36,2027-06-02,0,0,0-Current
LN-01451,Current,0,646.61,2025-11-24,0,0,0-Current
LN-01452,Current,0,1723.61,2023-08-19,0,0,0-Current
LN-01453,Current,0,5771.67,2021-05-19,0,0,0-Current
LN-01454,30 DPD,59,2092.47,2021-10-24,1,0,1-30 DPD
LN-01455,30 DPD,54,2124.77,2026-12-25,1,0,1-30 DPD
LN-01456,30 DPD,45,2161.88,2025-10-12,1,0,1-30 DPD
LN-01457,Current,0,6658.75,2024-04-05,0,0,0-Current
LN-01458,Current,0,3112.1,2024-08-09,0,0,0-Current
LN-01459,Current,0,5784.11,2019-06-11,0,0,0-Current
LN-01460,30 DPD,57,1215.08,2025-02-12,1,0,1-30 DPD
LN-01461,Current,0,1820.94,2022-09-15,0,0,0-Current
LN-01462,Current,0,1566.39,2028-06-06,0,0,0-Current
LN-01463,30 DPD,55,3997.09,2023-10-03,1,0,1-30 DPD
LN-01464,Current,0,3403.51,2024-09-22,0,0,0-Current
LN-01465,60 DPD,86,2090.5,2024-07-21,1,0,2-60 DPD
LN-01466,Current,0,2311.31,2022-02-16,0,0,0-Current
LN-01467,Current,0,2539.86,2025-01-10,0,0,0-Current
LN-01468,60 DPD,84,2420.68,2022-06-30,1,0,2-60 DPD
LN-01469,Current,0,925.21,2018-04-16,0,0,0-Current
LN-01470,Current,0,2524.78,2024-03-22,0,0,0-Current
LN-01471,Current,0,2564.83,2023-08-21,0,0,0-Current
LN-01472,Current,0,5396.42,2027-12-12,0,0,0-Current
LN-01473,Current,0,3558.37,2022-06-14,0,0,0-Current
LN-01474,Current,0,5624.67,2025-09-23,0,0,0-Current
LN-01475,Current,0,1358.44,2020-10-15,0,0,0-Current
LN-01476,Default,236,3677.94,2028-06-24,1,1,4-Default
LN-01477,90 DPD,101,2311.17,2025-04-27,1,0,3-90 DPD
LN-01478,Current,0,4118.1,2024-01-09,0,0,0-Current
LN-01479,Current,0,6627.16,2028-01-03,0,0,0-Current
LN-01480,Current,0,3492.3,2023-01-24,0,0,0-Current
LN-01481,Paid Off,0,2197.56,2025-07-11,0,0,5-Paid Off
LN-01482,90 DPD,109,1865.13,2025-01-18,1,0,3-90 DPD
LN-01483,Current,0,4112.18,2026-05-26,0,0,0-Current
LN-01484,Current,0,794.39,2023-07-29,0,0,0-Current
LN-01485,Current,0,3453.61,2030-08-03,0,0,0-Current
LN-01486,Current,0,6025.64,2022-07-18,0,0,0-Current
LN-01487,Current,0,1472.42,2023-02-09,0,0,0-Current
LN-01488,Current,0,5445.53,2024-06-04,0,0,0-Current
LN-01489,Current,0,6939.84,2021-09-28,0,0,0-Current
LN-01490,Current,0,2321.47,2021-01-01,0,0,0-Current
LN-01491,Current,0,2547.01,2027-04-01,0,0,0-Current
LN-01492,Current,0,4097.86,2023-04-24,0,0,0-Current
LN-01493,30 DPD,50,2082.15,2021-07-01,1,0,1-30 DPD
LN-01494,Current,0,5402.67,2024-01-11,0,0,0-Current
LN-01495,Current,0,3965.58,2022-03-02,0,0,0-Current
LN-01496,Current,0,2496.64,2027-02-24,0,0,0-Current
LN-01497,Current,0,4275.8,2025-02-21,0,0,0-Current
LN-01498,Current,0,3929.47,2021-04-16,0,0,0-Current
LN-01499,Current,0,498.75,2021-02-23,0,0,0-Current
LN-01500,Current,0,2462.5,2019-01-23,0,0,0-Current
LN-01501,Current,0,705.89,2027-11-01,0,0,0-Current
