LoanID,CreditScore,CreditBand,BureauPullDate,PreviousDefaults,TotalExistingDebt,MonthlyIncome,BureauSource
LN-00770,844,Excellent (750+),2019-12-11,1,159000.0,24349.0,Experian
LN-00771,756,Excellent (750+),2023-10-26,0,178000.0,8127.0,Equifax
LN-00772,655,Fair (650-699),2018-12-19,0,206000.0,6768.0,Equifax
LN-00773,750,Excellent (750+),2023-11-26,0,221000.0,18016.0,Equifax
LN-00774,777,Excellent (750+),2020-04-24,0,237000.0,3504.0,Experian
LN-00775,749,Good (700-749),2019-12-07,0,139000.0,10345.0,TransUnion
LN-00776,574,Poor (<650),2023-01-18,0,5000.0,21954.0,Experian
LN-00777,641,Poor (<650),2018-10-03,2,108000.0,6173.0,Equifax
LN-00778,565,Poor (<650),2021-08-16,0,84000.0,8997.0,TransUnion
LN-00779,694,Fair (650-699),2022-03-07,0,164000.0,5012.0,Equifax
LN-00780,749,Good (700-749),2023-01-27,0,59000.0,21617.0,TransUnion
LN-00781,714,Good (700-749),2020-03-29,0,164000.0,20205.0,TransUnion
LN-00782,593,Poor (<650),2023-01-29,0,249000.0,15928.0,Equifax
LN-00783,730,Good (700-749),2019-11-12,2,141000.0,11265.0,Equifax
LN-00784,748,Good (700-749),2023-04-13,0,79000.0,26445.0,TransUnion
LN-00785,744,Good (700-749),2020-06-20,0,31000.0,20415.0,Equifax
LN-00786,786,Excellent (750+),2023-08-02,1,165000.0,8980.0,Equifax
LN-00787,766,Excellent (750+),2018-02-11,0,173000.0,15809.0,Experian
LN-00788,736,Good (700-749),2018-02-07,0,229000.0,24471.0,TransUnion
LN-00789,575,Poor (<650),2023-01-29,0,261000.0,24691.0,TransUnion
LN-00790,567,Poor (<650),2017-12-20,1,201000.0,18666.0,Experian
LN-00791,734,Good (700-749),2024-01-02,0,177000.0,17490.0,TransUnion
LN-00792,716,Good (700-749),2023-09-16,1,139000.0,9418.0,TransUnion
LN-00793,721,Good (700-749),2022-01-30,0,185000.0,24364.0,Equifax
LN-00794,597,Poor (<650),2023-05-04,0,226000.0,8621.0,Equifax
LN-00795,613,Poor (<650),2022-09-09,0,280000.0,5420.0,Experian
LN-00796,784,Excellent (750+),2023-03-31,1,5000.0,26160.0,Experian
LN-00797,696,Fair (650-699),2018-08-29,2,229000.0,16285.0,Equifax
LN-00798,754,Excellent (750+),2018-10-23,0,101000.0,26832.0,TransUnion
LN-00799,702,Good (700-749),2018-03-07,0,12000.0,16903.0,TransUnion
LN-00800,702,Good (700-749),2020-02-02,0,57000.0,22284.0,Equifax
LN-00801,775,Excellent (750+),2021-08-02,0,160000.0,8512.0,Experian
LN-00802,658,Fair (650-699),2020-11-19,0,180000.0,20722.0,Equifax
LN-00803,707,Good (700-749),2019-09-21,2,92000.0,12094.0,TransUnion
LN-00804,663,Fair (650-699),2019-08-22,0,202000.0,25069.0,Experian
LN-00805,665,Fair (650-699),2020-03-30,1,25000.0,27520.0,Experian
LN-00806,675,Fair (650-699),2019-10-02,0,80000.0,3964.0,Equifax
LN-00807,717,Good (700-749),2021-07-28,0,164000.0,6700.0,Equifax
LN-00808,580,Poor (<650),2024-05-11,0,90000.0,18938.0,Experian
LN-00809,800,Excellent (750+),2024-02-27,0,59000.0,13203.0,Experian
LN-00810,628,Poor (<650),2018-07-21,0,270000.0,24077.0,Equifax
LN-00811,685,Fair (650-699),2018-03-09,0,261000.0,4988.0,TransUnion
LN-00812,664,Fair (650-699),2023-09-16,0,44000.0,20690.0,Experian
LN-00813,815,Excellent (750+),2018-02-11,0,44000.0,21882.0,Experian
LN-00814,715,Good (700-749),2022-12-06,0,148000.0,9764.0,TransUnion
LN-00815,782,Excellent (750+),2022-09-25,0,224000.0,21838.0,Equifax
LN-00816,581,Poor (<650),2023-11-10,0,154000.0,16200.0,TransUnion
LN-00817,721,Good (700-749),2022-08-18,0,85000.0,23802.0,TransUnion
LN-00818,771,Excellent (750+),2022-03-18,0,199000.0,16958.0,Experian
LN-00819,706,Good (700-749),2023-02-20,2,99000.0,21688.0,Experian
LN-00820,785,Excellent (750+),2019-04-28,0,191000.0,24164.0,Equifax
LN-00821,658,Fair (650-699),2019-04-09,0,115000.0,16074.0,Experian
LN-00822,812,Excellent (750+),2020-11-08,0,267000.0,12304.0,Equifax
LN-00823,850,Excellent (750+),2020-11-05,0,62000.0,18481.0,Equifax
LN-00824,670,Fair (650-699),2018-07-16,0,144000.0,19469.0,Equifax
LN-00825,664,Fair (650-699),2018-11-01,0,201000.0,25785.0,Equifax
LN-00826,816,Excellent (750+),2021-06-26,0,47000.0,19245.0,Experian
LN-00827,826,Excellent (750+),2018-02-07,0,149000.0,27563.0,Experian
LN-00828,658,Fair (650-699),2020-05-27,0,153000.0,12275.0,Experian
LN-00829,666,Fair (650-699),2023-10-25,0,105000.0,17806.0,Experian
LN-00830,677,Fair (650-699),2018-02-11,0,72000.0,18340.0,Experian
LN-00831,592,Poor (<650),2023-11-05,0,246000.0,21933.0,TransUnion
LN-00832,626,Poor (<650),2019-07-11,0,243000.0,20762.0,TransUnion
LN-00833,619,Poor (<650),2019-03-09,0,223000.0,21996.0,Equifax
LN-00834,638,Poor (<650),2023-09-10,0,93000.0,10124.0,TransUnion
LN-00835,697,Fair (650-699),2019-01-22,0,150000.0,5273.0,Equifax
LN-00836,718,Good (700-749),2021-01-20,1,162000.0,10480.0,TransUnion
LN-00837,824,Excellent (750+),2023-08-15,1,255000.0,8002.0,TransUnion
LN-00838,620,Poor (<650),2021-02-14,0,180000.0,11709.0,TransUnion
LN-00839,778,Excellent (750+),2023-04-08,2,86000.0,14238.0,TransUnion
LN-00840,682,Fair (650-699),2020-05-07,0,6000.0,10317.0,Experian
LN-00841,696,Fair (650-699),2021-12-23,0,161000.0,22881.0,Experian
LN-00842,753,Excellent (750+),2021-06-10,0,190000.0,20899.0,Equifax
LN-00843,610,Poor (<650),2018-09-23,0,157000.0,7628.0,TransUnion
LN-00844,730,Good (700-749),2019-02-26,0,203000.0,11742.0,TransUnion
LN-00845,713,Good (700-749),2019-11-11,0,50000.0,6446.0,TransUnion
LN-00846,739,Good (700-749),2022-09-11,0,83000.0,7401.0,Equifax
LN-00847,723,Good (700-749),2022-06-19,0,251000.0,12545.0,Experian
LN-00848,850,Excellent (750+),2020-10-04,0,178000.0,24762.0,Equifax
LN-00849,648,Poor (<650),2023-07-26,1,86000.0,20140.0,Equifax
LN-00850,657,Fair (650-699),2019-01-17,0,240000.0,4493.0,Experian
LN-00851,650,Fair (650-699),2020-11-18,1,8000.0,19824.0,TransUnion
LN-00852,655,Fair (650-699),2022-12-31,1,213000.0,21097.0,TransUnion
LN-00853,563,Poor (<650),2021-05-17,0,112000.0,21333.0,Experian
LN-00854,795,Excellent (750+),2019-03-12,0,268000.0,7066.0,TransUnion
LN-00855,813,Excellent (750+),2019-09-20,0,234000.0,12886.0,Equifax
LN-00856,654,Fair (650-699),2021-02-21,0,244000.0,9920.0,Equifax
LN-00857,533,Poor (<650),2018-04-11,0,249000.0,26048.0,Experian
LN-00858,737,Good (700-749),2018-07-31,0,212000.0,25599.0,Experian
LN-00859,655,Fair (650-699),2021-05-17,0,63000.0,12880.0,Experian
LN-00860,750,Excellent (750+),2024-04-22,0,128000.0,5564.0,Experian
LN-00861,716,Good (700-749),2022-03-03,1,131000.0,13059.0,Equifax
LN-00862,578,Poor (<650),2021-09-12,1,56000.0,25343.0,TransUnion
LN-00863,680,Fair (650-699),2018-10-25,0,83000.0,13866.0,Equifax
LN-00864,843,Excellent (750+),2020-06-21,1,28000.0,13681.0,TransUnion
LN-00865,650,Fair (650-699),2023-11-23,0,142000.0,22365.0,Experian
LN-00866,668,Fair (650-699),2022-10-19,0,24000.0,21553.0,Equifax
LN-00867,722,Good (700-749),2024-01-23,0,208000.0,4867.0,Equifax
LN-00868,726,Good (700-749),2023-03-08,1,264000.0,15208.0,TransUnion
LN-00869,752,Excellent (750+),2019-09-01,0,83000.0,27954.0,Equifax
LN-00870,850,Excellent (750+),2020-03-31,0,156000.0,20428.0,Equifax
LN-00871,581,Poor (<650),2022-06-23,0,187000.0,12382.0,Experian
LN-00872,636,Poor (<650),2024-03-17,0,154000.0,25814.0,Equifax
LN-00873,589,Poor (<650),2021-01-15,0,35000.0,24228.0,Experian
LN-00874,641,Poor (<650),2018-11-24,0,240000.0,12722.0,TransUnion
LN-00875,697,Fair (650-699),2018-12-08,1,240000.0,25591.0,Experian
LN-00876,843,Excellent (750+),2023-11-02,0,12000.0,24373.0,Equifax
LN-00877,658,Fair (650-699),2022-04-19,0,83000.0,16665.0,Experian
LN-00878,717,Good (700-749),2022-11-17,0,142000.0,25933.0,TransUnion
LN-00879,698,Fair (650-699),2022-09-21,0,67000.0,12988.0,Experian
LN-00880,795,Excellent (750+),2018-03-08,0,69000.0,18381.0,Experian
LN-00881,850,Excellent (750+),2024-02-14,0,17000.0,15470.0,Equifax
LN-00882,657,Fair (650-699),2018-01-11,0,213000.0,26213.0,TransUnion
LN-00883,660,Fair (650-699),2020-04-28,0,201000.0,13597.0,Experian
LN-00884,783,Excellent (750+),2018-04-28,0,118000.0,20476.0,TransUnion
LN-00885,754,Excellent (750+),2022-09-05,0,120000.0,4186.0,Equifax
LN-00886,847,Excellent (750+),2024-02-10,0,265000.0,19651.0,Equifax
LN-00887,746,Good (700-749),2022-12-09,0,257000.0,20785.0,Experian
LN-00888,564,Poor (<650),2019-03-18,0,77000.0,27632.0,Experian
LN-00889,747,Good (700-749),2023-04-24,0,202000.0,8005.0,Equifax
LN-00890,788,Excellent (750+),2020-03-08,0,180000.0,4132.0,TransUnion
LN-00891,765,Excellent (750+),2020-06-21,1,137000.0,23264.0,TransUnion
LN-00892,740,Good (700-749),2020-03-09,0,180000.0,3914.0,Equifax
LN-00893,785,Excellent (750+),2022-02-02,0,211000.0,12093.0,Experian
LN-00894,793,Excellent (750+),2023-06-26,0,58000.0,9587.0,TransUnion
LN-00895,810,Excellent (750+),2020-04-18,0,95000.0,18185.0,Equifax
LN-00896,751,Excellent (750+),2021-03-10,0,21000.0,17432.0,TransUnion
LN-00897,686,Fair (650-699),2023-02-08,0,175000.0,26781.0,Experian
LN-00898,711,Good (700-749),2022-03-31,0,29000.0,4551.0,Equifax
LN-00899,796,Excellent (750+),2023-04-06,1,234000.0,17914.0,Experian
LN-00900,634,Poor (<650),2022-02-05,0,158000.0,19571.0,Equifax
LN-00901,729,Good (700-749),2023-03-18,0,87000.0,10064.0,Experian
LN-00902,668,Fair (650-699),2019-05-30,0,180000.0,27661.0,Equifax
LN-00903,627,Poor (<650),2020-12-09,0,95000.0,16391.0,Equifax
LN-00904,802,Excellent (750+),2024-03-01,1,29000.0,23319.0,Equifax
LN-00905,715,Good (700-749),2020-11-15,0,221000.0,16117.0,Equifax
LN-00906,703,Good (700-749),2021-12-14,1,137000.0,9920.0,TransUnion
LN-00907,591,Poor (<650),2021-11-07,0,201000.0,12325.0,TransUnion
LN-00908,759,Excellent (750+),2020-05-04,0,239000.0,7647.0,TransUnion
LN-00909,751,Excellent (750+),2023-07-20,0,23000.0,8780.0,TransUnion
LN-00910,850,Excellent (750+),2019-02-13,0,131000.0,20367.0,Experian
LN-00911,675,Fair (650-699),2020-12-11,0,242000.0,9947.0,Experian
LN-00912,624,Poor (<650),2024-04-26,1,247000.0,18632.0,Experian
LN-00913,719,Good (700-749),2022-03-13,0,228000.0,19474.0,Equifax
LN-00914,826,Excellent (750+),2020-04-07,0,94000.0,13197.0,Experian
LN-00915,692,Fair (650-699),2021-05-26,0,192000.0,19182.0,Equifax
LN-00916,722,Good (700-749),2022-04-23,0,181000.0,13903.0,Experian
LN-00917,748,Good (700-749),2022-09-28,0,35000.0,16163.0,Equifax
LN-00918,714,Good (700-749),2023-11-10,0,125000.0,17842.0,Equifax
LN-00919,664,Fair (650-699),2019-08-23,2,72000.0,21978.0,Equifax
LN-00920,715,Good (700-749),2018-10-17,1,114000.0,18917.0,Experian
LN-00921,785,Excellent (750+),2020-10-09,0,97000.0,4471.0,TransUnion
LN-00922,617,Poor (<650),2019-12-21,1,223000.0,11567.0,Equifax
LN-00923,710,Good (700-749),2023-01-09,0,61000.0,27881.0,Experian
LN-00924,643,Poor (<650),2020-05-03,0,60000.0,11382.0,Equifax
LN-00925,680,Fair (650-699),2018-02-10,0,58000.0,12556.0,Experian
LN-00926,578,Poor (<650),2023-06-08,0,53000.0,25293.0,Experian
LN-00927,655,Fair (650-699),2020-01-30,0,40000.0,5187.0,TransUnion
LN-00928,730,Good (700-749),2020-08-24,0,109000.0,8080.0,TransUnion
LN-00929,825,Excellent (750+),2019-04-02,0,222000.0,19761.0,Experian
LN-00930,694,Fair (650-699),2020-09-12,0,74000.0,13334.0,TransUnion
LN-00931,655,Fair (650-699),2022-08-13,1,69000.0,6420.0,Equifax
LN-00932,850,Excellent (750+),2023-05-31,0,166000.0,4863.0,Equifax
LN-00933,584,Poor (<650),2022-08-29,0,190000.0,12948.0,TransUnion
LN-00934,550,Poor (<650),2018-03-02,0,89000.0,9082.0,Experian
LN-00935,735,Good (700-749),2021-09-26,0,81000.0,26850.0,Experian
LN-00936,659,Fair (650-699),2022-01-06,0,190000.0,26536.0,Experian
LN-00937,618,Poor (<650),2019-05-17,0,122000.0,9524.0,Equifax
LN-00938,756,Excellent (750+),2021-05-08,0,27000.0,21884.0,TransUnion
LN-00939,719,Good (700-749),2023-08-16,1,193000.0,8720.0,Equifax
LN-00940,654,Fair (650-699),2023-06-03,0,250000.0,15677.0,Experian
LN-00941,597,Poor (<650),2019-08-20,0,68000.0,27641.0,TransUnion
LN-00942,769,Excellent (750+),2019-03-22,0,274000.0,8344.0,Equifax
LN-00943,752,Excellent (750+),2020-04-08,0,80000.0,6634.0,Experian
LN-00944,692,Fair (650-699),2019-01-31,0,173000.0,21394.0,TransUnion
LN-00945,847,Excellent (750+),2018-01-20,0,85000.0,26631.0,Experian
LN-00946,614,Poor (<650),2022-08-17,0,186000.0,16372.0,TransUnion
LN-00947,577,Poor (<650),2022-07-22,0,49000.0,23426.0,Experian
LN-00948,563,Poor (<650),2019-07-24,0,156000.0,16438.0,Equifax
LN-00949,696,Fair (650-699),2018-08-27,2,209000.0,27408.0,Experian
LN-00950,719,Good (700-749),2023-10-12,1,272000.0,13998.0,TransUnion
LN-00951,579,Poor (<650),2021-10-18,0,62000.0,27820.0,TransUnion
LN-00952,728,Good (700-749),2020-03-29,0,9000.0,25565.0,Experian
LN-00953,599,Poor (<650),2020-02-26,0,124000.0,27288.0,Equifax
LN-00954,815,Excellent (750+),2019-05-09,0,10000.0,16196.0,Equifax
LN-00955,693,Fair (650-699),2019-09-30,0,13000.0,10008.0,TransUnion
LN-00956,789,Excellent (750+),2018-08-17,0,75000.0,17171.0,Experian
LN-00957,727,Good (700-749),2019-04-29,0,266000.0,18903.0,Equifax
LN-00958,736,Good (700-749),2024-04-25,0,78000.0,24506.0,Equifax
LN-00959,745,Good (700-749),2019-07-10,0,194000.0,14653.0,TransUnion
LN-00960,735,Good (700-749),2023-01-08,0,210000.0,17957.0,Equifax
LN-00961,751,Excellent (750+),2023-04-28,1,148000.0,23834.0,Equifax
LN-00962,806,Excellent (750+),2020-11-22,0,202000.0,12507.0,TransUnion
LN-00963,715,Good (700-749),2023-08-20,2,68000.0,20727.0,TransUnion
LN-00964,756,Excellent (750+),2023-03-30,1,216000.0,14560.0,Experian
LN-00965,692,Fair (650-699),2019-03-21,1,242000.0,20753.0,Equifax
LN-00966,815,Excellent (750+),2021-05-05,0,147000.0,18256.0,Experian
LN-00967,645,Poor (<650),2021-05-17,0,232000.0,16376.0,TransUnion
LN-00968,844,Excellent (750+),2018-06-08,1,87000.0,8328.0,Equifax
LN-00969,696,Fair (650-699),2019-06-05,0,7000.0,21414.0,Equifax
LN-00970,585,Poor (<650),2018-12-12,0,127000.0,25919.0,Equifax
LN-00971,710,Good (700-749),2022-11-21,0,143000.0,9813.0,Experian
LN-00972,525,Poor (<650),2021-06-11,0,193000.0,20714.0,Experian
LN-00973,767,Excellent (750+),2018-07-18,0,166000.0,12581.0,Equifax
LN-00974,564,Poor (<650),2023-11-24,0,155000.0,17182.0,Experian
LN-00975,664,Fair (650-699),2022-12-08,0,32000.0,15914.0,Equifax
LN-00976,550,Poor (<650),2022-11-16,0,16000.0,16271.0,Experian
LN-00977,663,Fair (650-699),2019-01-23,0,115000.0,18234.0,Experian
LN-00978,550,Poor (<650),2022-07-08,0,262000.0,24217.0,Experian
LN-00979,500,Poor (<650),2019-01-10,0,77000.0,19717.0,TransUnion
LN-00980,760,Excellent (750+),2020-03-12,0,91000.0,26546.0,TransUnion
LN-00981,762,Excellent (750+),2018-08-08,0,95000.0,13579.0,Equifax
LN-00982,734,Good (700-749),2018-02-26,1,237000.0,13860.0,Equifax
LN-00983,622,Poor (<650),2022-12-20,1,99000.0,21962.0,TransUnion
LN-00984,696,Fair (650-699),2023-12-15,1,154000.0,13656.0,Equifax
LN-00985,699,Fair (650-699),2019-10-31,0,110000.0,13082.0,Equifax
LN-00986,607,Poor (<650),2020-05-01,1,13000.0,26063.0,Equifax
LN-00987,820,Excellent (750+),2022-05-29,0,202000.0,10293.0,TransUnion
LN-00988,666,Fair (650-699),2023-08-21,0,81000.0,18476.0,TransUnion
LN-00989,682,Fair (650-699),2021-01-07,1,195000.0,5982.0,TransUnion
LN-00990,702,Good (700-749),2019-06-14,0,168000.0,16061.0,TransUnion
LN-00991,716,Good (700-749),2024-03-14,0,120000.0,6958.0,TransUnion
LN-00992,550,Poor (<650),2018-10-20,0,146000.0,25940.0,Experian
LN-00993,680,Fair (650-699),2021-12-27,0,168000.0,3776.0,Equifax
LN-00994,645,Poor (<650),2018-03-10,0,172000.0,3998.0,Experian
LN-00995,619,Poor (<650),2020-05-26,2,47000.0,15523.0,Equifax
LN-00996,677,Fair (650-699),2020-04-25,0,197000.0,22016.0,Experian
LN-00997,843,Excellent (750+),2024-04-12,0,203000.0,6014.0,Equifax
LN-00998,751,Excellent (750+),2024-05-05,0,258000.0,18551.0,TransUnion
LN-00999,654,Fair (650-699),2020-10-11,1,143000.0,5227.0,Experian
LN-01000,745,Good (700-749),2021-07-19,1,126000.0,14910.0,Equifax
LN-01001,811,Excellent (750+),2018-06-09,0,194000.0,18579.0,Equifax
LN-01002,656,Fair (650-699),2022-05-17,0,115000.0,19442.0,Experian
LN-01003,704,Good (700-749),2018-10-09,0,247000.0,6227.0,TransUnion
LN-01004,648,Poor (<650),2023-04-20,0,161000.0,17184.0,TransUnion
LN-01005,755,Excellent (750+),2021-09-28,0,217000.0,20944.0,Experian
LN-01006,731,Good (700-749),2019-01-19,1,124000.0,20980.0,Equifax
LN-01007,771,Excellent (750+),2018-08-27,0,253000.0,11656.0,TransUnion
LN-01008,750,Excellent (750+),2019-01-23,0,161000.0,10411.0,TransUnion
LN-01009,783,Excellent (750+),2018-01-31,0,89000.0,24356.0,TransUnion
LN-01010,657,Fair (650-699),2018-03-31,0,156000.0,7399.0,Equifax
LN-01011,805,Excellent (750+),2020-02-17,0,105000.0,9651.0,TransUnion
LN-01012,715,Good (700-749),2022-12-15,0,112000.0,14957.0,Experian
LN-01013,850,Excellent (750+),2021-12-16,0,68000.0,16258.0,Experian
LN-01014,644,Poor (<650),2018-01-10,0,91000.0,11892.0,TransUnion
LN-01015,838,Excellent (750+),2022-09-12,0,232000.0,19975.0,Equifax
LN-01016,715,Good (700-749),2023-03-17,0,61000.0,8491.0,Equifax
LN-01017,647,Poor (<650),2021-08-20,0,236000.0,16251.0,TransUnion
LN-01018,661,Fair (650-699),2020-07-05,0,84000.0,17479.0,Equifax
LN-01019,674,Fair (650-699),2022-03-09,0,87000.0,23008.0,Equifax
LN-01020,733,Good (700-749),2019-03-30,0,35000.0,26886.0,Equifax
LN-01021,741,Good (700-749),2020-03-09,0,189000.0,13986.0,Experian
LN-01022,654,Fair (650-699),2019-12-04,0,151000.0,21911.0,TransUnion
LN-01023,698,Fair (650-699),2022-03-13,0,51000.0,22847.0,Experian
LN-01024,850,Excellent (750+),2019-11-22,0,145000.0,4170.0,Equifax
LN-01025,838,Excellent (750+),2020-01-22,0,48000.0,10506.0,Experian
LN-01026,734,Good (700-749),2018-06-28,1,23000.0,19773.0,Equifax
LN-01027,703,Good (700-749),2021-02-10,0,47000.0,10616.0,Experian
LN-01028,709,Good (700-749),2019-10-28,0,236000.0,26837.0,TransUnion
LN-01029,749,Good (700-749),2023-05-26,0,259000.0,9880.0,Experian
LN-01030,618,Poor (<650),2018-05-03,1,121000.0,15637.0,Equifax
LN-01031,679,Fair (650-699),2024-05-08,2,126000.0,5144.0,Equifax
LN-01032,566,Poor (<650),2023-10-02,1,273000.0,26067.0,TransUnion
LN-01033,731,Good (700-749),2022-07-16,0,272000.0,9224.0,TransUnion
LN-01034,751,Excellent (750+),2018-10-15,1,41000.0,11895.0,TransUnion
LN-01035,661,Fair (650-699),2020-06-30,0,194000.0,14744.0,Equifax
LN-01036,825,Excellent (750+),2020-09-29,0,25000.0,20069.0,TransUnion
LN-01037,601,Poor (<650),2024-01-16,1,197000.0,13385.0,Equifax
LN-01038,582,Poor (<650),2022-06-21,0,203000.0,24127.0,TransUnion
LN-01039,717,Good (700-749),2020-07-12,0,139000.0,11561.0,TransUnion
LN-01040,783,Excellent (750+),2023-02-24,0,167000.0,6430.0,TransUnion
LN-01041,834,Excellent (750+),2022-11-12,0,171000.0,14929.0,Experian
LN-01042,663,Fair (650-699),2018-02-01,0,132000.0,17589.0,Experian
LN-01043,786,Excellent (750+),2024-01-03,0,116000.0,23811.0,Equifax
LN-01044,633,Poor (<650),2021-09-07,1,233000.0,9830.0,Experian
LN-01045,628,Poor (<650),2023-04-04,0,17000.0,19564.0,Experian
LN-01046,770,Excellent (750+),2018-04-19,0,168000.0,23345.0,Equifax
LN-01047,752,Excellent (750+),2020-04-02,1,249000.0,26372.0,Equifax
LN-01048,573,Poor (<650),2022-07-25,0,61000.0,5516.0,Equifax
LN-01049,818,Excellent (750+),2020-04-04,0,53000.0,15036.0,TransUnion
LN-01050,810,Excellent (750+),2024-05-31,0,183000.0,6878.0,Equifax
LN-01051,649,Poor (<650),2018-09-10,0,252000.0,15057.0,Equifax
LN-01052,731,Good (700-749),2024-06-06,0,10000.0,12570.0,Experian
LN-01053,739,Good (700-749),2022-04-22,0,275000.0,27955.0,Equifax
LN-01054,720,Good (700-749),2022-04-06,0,50000.0,9229.0,Equifax
LN-01055,655,Fair (650-699),2019-10-01,2,278000.0,9187.0,Equifax
LN-01056,646,Poor (<650),2023-07-05,0,145000.0,15733.0,Equifax
LN-01057,644,Poor (<650),2022-07-27,0,143000.0,27991.0,TransUnion
LN-01058,793,Excellent (750+),2023-02-25,0,10000.0,6432.0,Experian
LN-01059,743,Good (700-749),2019-06-15,0,96000.0,12436.0,Equifax
LN-01060,670,Fair (650-699),2022-11-15,0,260000.0,8074.0,Experian
LN-01061,680,Fair (650-699),2021-03-28,1,207000.0,14442.0,TransUnion
LN-01062,500,Poor (<650),2022-11-29,0,194000.0,25396.0,TransUnion
LN-01063,675,Fair (650-699),2018-06-23,0,204000.0,8727.0,Equifax
LN-01064,560,Poor (<650),2022-03-04,0,214000.0,17064.0,Equifax
LN-01065,671,Fair (650-699),2018-02-02,0,175000.0,20738.0,Experian
LN-01066,610,Poor (<650),2019-11-02,0,219000.0,25104.0,Experian
LN-01067,596,Poor (<650),2020-02-08,0,93000.0,23242.0,Equifax
LN-01068,792,Excellent (750+),2018-02-14,0,139000.0,12121.0,Equifax
LN-01069,662,Fair (650-699),2021-01-29,2,258000.0,13815.0,TransUnion
LN-01070,727,Good (700-749),2023-08-01,0,14000.0,24319.0,TransUnion
LN-01071,696,Fair (650-699),2020-10-01,0,174000.0,6374.0,TransUnion
LN-01072,738,Good (700-749),2021-09-12,0,134000.0,5902.0,TransUnion
LN-01073,706,Good (700-749),2022-12-23,0,121000.0,21896.0,TransUnion
LN-01074,597,Poor (<650),2019-05-11,0,257000.0,3513.0,Experian
LN-01075,779,Excellent (750+),2021-04-13,0,172000.0,6922.0,Experian
LN-01076,660,Fair (650-699),2022-12-09,0,130000.0,7571.0,Experian
LN-01077,575,Poor (<650),2022-07-29,0,100000.0,14550.0,Experian
LN-01078,665,Fair (650-699),2020-04-07,0,266000.0,21229.0,Equifax
LN-01079,820,Excellent (750+),2022-12-05,1,109000.0,17994.0,Equifax
LN-01080,768,Excellent (750+),2019-07-18,0,180000.0,9432.0,TransUnion
LN-01081,672,Fair (650-699),2020-08-13,1,18000.0,17705.0,Equifax
LN-01082,672,Fair (650-699),2019-12-06,0,146000.0,9275.0,Experian
LN-01083,674,Fair (650-699),2023-04-25,1,42000.0,15369.0,Equifax
LN-01084,850,Excellent (750+),2022-10-19,1,103000.0,15936.0,TransUnion
LN-01085,730,Good (700-749),2021-04-18,0,263000.0,19756.0,Equifax
LN-01086,734,Good (700-749),2022-03-08,0,242000.0,10103.0,TransUnion
LN-01087,782,Excellent (750+),2020-01-28,1,158000.0,6691.0,Equifax
LN-01088,719,Good (700-749),2022-02-15,0,40000.0,13244.0,Equifax
LN-01089,587,Poor (<650),2019-04-25,1,178000.0,19338.0,Equifax
LN-01090,565,Poor (<650),2021-11-21,0,88000.0,15367.0,Experian
LN-01091,694,Fair (650-699),2020-09-30,0,224000.0,27722.0,Experian
LN-01092,697,Fair (650-699),2019-08-19,0,80000.0,3813.0,Equifax
LN-01093,677,Fair (650-699),2019-10-07,0,221000.0,7449.0,Equifax
LN-01094,704,Good (700-749),2023-10-06,0,186000.0,4470.0,TransUnion
LN-01095,680,Fair (650-699),2022-03-26,0,273000.0,18692.0,Experian
LN-01096,693,Fair (650-699),2019-07-25,0,158000.0,5854.0,Experian
LN-01097,623,Poor (<650),2023-07-01,0,158000.0,11131.0,TransUnion
LN-01098,550,Poor (<650),2019-11-09,0,63000.0,22698.0,TransUnion
LN-01099,773,Excellent (750+),2023-01-10,0,241000.0,11398.0,TransUnion
LN-01100,727,Good (700-749),2020-11-19,0,64000.0,9477.0,TransUnion
LN-01101,779,Excellent (750+),2018-11-23,0,148000.0,9255.0,Experian
LN-01102,550,Poor (<650),2019-02-10,0,130000.0,24287.0,TransUnion
LN-01103,850,Excellent (750+),2020-04-20,0,221000.0,22349.0,TransUnion
LN-01104,688,Fair (650-699),2023-05-16,2,140000.0,12138.0,Equifax
LN-01105,788,Excellent (750+),2021-06-20,0,154000.0,14766.0,Equifax
LN-01106,616,Poor (<650),2021-08-18,0,58000.0,20328.0,Experian
LN-01107,749,Good (700-749),2019-04-20,1,233000.0,23806.0,Experian
LN-01108,615,Poor (<650),2023-04-04,0,92000.0,17079.0,Equifax
LN-01109,650,Fair (650-699),2021-07-27,0,235000.0,4407.0,TransUnion
LN-01110,850,Excellent (750+),2022-10-06,1,50000.0,13491.0,Experian
LN-01111,684,Fair (650-699),2019-07-29,0,184000.0,15459.0,TransUnion
LN-01112,717,Good (700-749),2024-02-03,0,220000.0,18009.0,Experian
LN-01113,769,Excellent (750+),2020-08-25,0,242000.0,7948.0,TransUnion
LN-01114,739,Good (700-749),2021-08-01,0,259000.0,18120.0,Equifax
LN-01115,712,Good (700-749),2019-06-11,0,194000.0,7828.0,Experian
LN-01116,729,Good (700-749),2018-08-27,1,208000.0,23916.0,TransUnion
LN-01117,850,Excellent (750+),2022-11-17,0,100000.0,18892.0,Equifax
LN-01118,695,Fair (650-699),2020-01-29,0,92000.0,22688.0,Equifax
LN-01119,716,Good (700-749),2017-12-09,0,132000.0,17748.0,TransUnion
LN-01120,784,Excellent (750+),2019-05-06,0,134000.0,8331.0,Equifax
LN-01121,788,Excellent (750+),2021-04-10,0,40000.0,3925.0,TransUnion
